"Name","market_value","age","national_team_ranking","club_ranking","minutes_played","goals","assists","position"
"Jack Cork",8e+05,34,5,316,27,0,0,"MF"
"Josh Brownhill",1.5e+07,27,5,316,2252,4,2,"MF"
"Aaron Ramsey",1.5e+07,20,5,316,527,0,0,"FWMF"
"Anass Zaroury",9e+06,22,12,316,152,0,0,"FWMF"
"Mike Trésor",1.2e+07,24,3,316,420,0,0,"FWMF"
"Jacob Bruun Larsen",8e+06,24,21,316,1249,6,0,"FWMF"
"Wilson Odobert",1e+07,18,2,316,2098,3,2,"FWMF"
"Luca Koleosho",7e+06,18,10,316,974,1,1,"FWMF"
"Benson Manuel",5e+06,26,92,316,116,0,0,"FWMF"
"Nathan Redmond",5e+06,29,5,316,142,0,0,"FWMF"
"Lyle Foster",1.3e+07,22,59,316,1899,5,3,"FWMF"
"Zeki Amdouni",1.2e+07,22,19,316,1953,5,1,"FW"
"Michael Obafemi",2200000,23,60,316,20,0,0,"FWMF"
"Auston Trusty",7e+06,24,11,838,2572,0,0,"DF"
"John Egan",4e+06,30,60,838,482,0,0,"DF"
"Jack Robinson",1e+06,29,5,838,2885,1,1,"DF"
"Chris Basham",3e+05,35,5,838,321,0,0,"MFDF"
"Luke Thomas",6e+06,22,5,838,917,0,0,"DF"
"Yasser Larouci",3e+06,22,44,838,531,0,0,"DF"
"Max Lowe",2500000,26,5,838,503,0,0,"MFDF"
"Rhys Norrington-Davies",2500000,24,29,838,110,0,0,"DF"
"Jayden Bogle",3800000,23,5,838,2788,3,0,"DF"
"George Baldock",2500000,30,51,838,969,0,1,"DF"
"Sam Curtis",150000,17,60,838,28,0,0,"DF"
"Gustavo Hamer",1.5e+07,26,7,838,2910,4,6,"MF"
"Tom Davies",5e+06,25,5,838,221,0,0,"MF"
"Andre Brooks",2500000,19,5,838,938,0,0,"MFDF"
"Oliver Norwood",1e+06,32,73,838,1440,1,0,"MF"
"Ben Osborn",1e+06,28,5,838,1367,0,2,"MFDF"
"John Fleck",9e+05,31,39,838,92,0,0,"MFDF"
"Oliver Arblaster",450000,19,5,838,943,0,0,"MF"
"Sydie Peck",2e+05,18,5,838,10,0,0,"MF"
"Bénie Traoré",4e+06,20,37,838,387,0,0,"FWMF"
"Rhian Brewster",3e+06,23,5,838,346,0,0,"FWMF"
"William Osula",3e+06,19,21,838,786,0,0,"FW"
"Daniel Jebbison",1e+06,19,5,838,21,0,0,"FW"
"Antwoine Hackford",5e+05,19,5,838,13,0,0,"FW"
"Teden Mengi",1.2e+07,21,5,409,2469,1,0,"DF"
"Gabriel Osho",3e+06,24,38,409,1846,2,0,"DF"
"Tom Lockyer",2500000,28,29,409,1169,1,1,"DF"
"Reece Burke",1800000,26,5,409,1660,0,4,"DF"
"Amari'i Bell",2500000,29,53,409,1720,0,0,"DF"
"Daiki Hashioka",2e+06,24,17,409,595,0,0,"DF"
"Marvelous Nakamba",5e+06,29,129,409,1130,0,0,"MF"
"Pelly Ruddock Mpanzu",1500000,30,61,409,1101,0,0,"MF"
"Ross Barkley",8e+06,29,5,409,2618,5,4,"MF"
"Jordan Clark",1e+06,29,5,409,1304,1,1,"MF"
"Luke Berry",4e+05,31,5,409,323,2,1,"MFDF"
"Alfie Doughty",1e+07,23,5,409,2925,2,8,"DF"
"Fred Onyedinma",5e+05,26,5,409,407,0,0,"MFDF"
"Zack Nelson",1e+05,18,5,409,7,0,0,"MFDF"
"Chiedozie Ogbene",8e+06,26,60,409,1995,4,1,"MFDF"
"Tahith Chong",6e+06,23,7,409,1982,4,0,"FWMF"
"Andros Townsend",1800000,32,5,409,1210,1,3,"FWMF"
"Carlton Morris",1.3e+07,27,5,409,2862,11,4,"FWMF"
"Elijah Adebayo",1.2e+07,25,5,409,1419,10,0,"FW"
"Jacob Brown",4e+06,25,39,409,1019,2,0,"FWMF"
"Cauley Woodrow",1e+06,28,5,409,427,1,1,"FWMF"
