"Name","market_value","age","national_team_ranking","club_ranking","minutes_played","goals","assists","position"
"Justin Kumi",8e+05,19,10,397,4,0,0,"FW"
"Marcus Pedersen",5500000,23,46,397,1613,0,2,"DF"
"Kristian Thorstvedt",8e+06,24,46,397,2397,6,1,"MF"
"Nedim Bajrami",4500000,24,66,397,1310,2,2,"FWMF"
"Cristian Volpato",4500000,19,10,397,645,1,0,"FWMF"
"Domenico Berardi",1e+07,28,10,397,1431,9,3,"FW"
"Samu Castillejo",6e+05,28,8,397,536,0,0,"FWMF"
"Andrea Pinamonti",1.5e+07,24,10,397,3076,11,1,"FW"
"Samuele Mulattieri",4e+06,22,10,397,462,0,0,"FWMF"
"Flavius Daniliuc",6e+06,22,25,681,744,0,0,"DF"
"Lorenzo Pirola",5500000,21,10,681,1987,1,0,"DF"
"Norbert Gyömbér",1300000,31,45,681,1760,0,0,"DF"
"Dylan Bronn",1300000,28,41,681,52,0,0,"MFDF"
"Jérôme Boateng",4e+05,34,16,681,238,0,0,"DF"
"Federico Fazio",4e+05,36,1,681,1355,1,0,"DF"
"Domagoj Bradarić",5e+06,23,9,681,2749,0,3,"DF"
"Junior Sambia",2e+06,26,2,681,1032,1,2,"MFDF"
"Lassana Coulibaly",3500000,27,50,681,2082,0,1,"MF"
"Giulio Maggiore",3500000,25,10,681,1800,4,2,"MF"
"Mamadou Coulibaly",1300000,24,18,681,3,0,0,"DF"
"Agustín Martegani",1800000,23,1,681,731,1,0,"MF"
"Grigoris Kastanos",1800000,25,126,681,1480,3,3,"MFDF"
"Antonio Candreva",1e+06,36,10,681,2750,6,6,"FWMF"
"Iron Gomis",9e+05,23,2,681,134,0,0,"MF"
"Andres Sfait",5e+05,18,47,681,23,0,0,"MFDF"
"Loum Tchaouna",8e+06,19,2,681,2100,4,3,"FWMF"
"Emanuel Vignato",1100000,22,10,681,311,0,1,"FWMF"
"Boulaye Dia",1e+07,26,18,681,1143,4,0,"FWMF"
"Erik Botheim",3500000,23,46,681,316,0,0,"FWMF"
"Chukwubuikem Ikwuemesi",1800000,21,38,681,1061,1,1,"FW"
"Shon Weissman",1700000,27,79,681,494,1,0,"FWDF"
"Trivante Stewart",150000,23,53,681,100,0,0,"FWMF"
"Gerardo Fusco",125000,18,10,681,15,0,0,"FW"
